path,energi0,homogenitas0,entropy0,contras0,correlation0,energi45,homogenitas45,entropy45,contras45,correlation45,energi90,homogenitas90,entropy90,contras90,correlation90,energi135,homogenitas135,entropy135,contras135,correlation135
Whole\125W.png,0.002298628864835451,0.3672424432813224,7.356736302901254,715816960.9999813,0.9538423354140569,0.0017362744750907832,0.31452192625907177,7.657369392728394,715816960.9999607,0.9089574661164288,0.0018298134740802586,0.3269737319343376,7.567956979893992,715816960.9999796,0.9382788475396482,0.0017280675022629313,0.30965638848132876,7.673977089768395,715816960.99996,0.9152511392371674
Whole\126W.png,0.0009915024712864144,0.29880198437116673,8.085693732314247,715816960.9999665,0.9629460840772079,0.0007481991527935611,0.24722522487136436,8.360410801014355,715816960.999942,0.9230991312140381,0.0008002023450338465,0.2671657124317406,8.258885466895547,715816960.9999651,0.9438317562605091,0.0007308395793553416,0.24573952441519728,8.384558529282403,715816960.9999406,0.9214426784442998
Whole\127W.png,0.0030679068316138308,0.3676146228791666,7.324704245960874,715816960.9999759,0.972109543423312,0.0024466408285546653,0.3145443825347421,7.5650532811488205,715816960.9999444,0.9489789190650209,0.002583502481457486,0.3360420119992987,7.466814740832664,715816960.9999757,0.9667794704161397,0.0024392795391095737,0.31363580281629694,7.579394342252822,715816960.9999442,0.9450411296654395
Whole\128W.png,0.0019518743261122166,0.3416066635365351,7.776295622105154,715816960.9999716,0.9803147429917312,0.001517882507523692,0.2884083852401183,8.031297188125764,715816960.9999274,0.9579910094892927,0.0015812037239312088,0.305034503678253,7.949192589419276,715816960.9999709,0.9697344435821343,0.0014718100612340949,0.2830566589652576,8.038899950815587,715816960.9999282,0.957447478356808
Whole\129W.png,0.0024734772369931855,0.37157927363929333,7.1364900394805435,715816960.9999875,0.9167737426811955,0.001982053130205072,0.3196906946319038,7.433193384699331,715816960.9999752,0.8227983930026163,0.0020852631426938745,0.3381875031825331,7.321141813813603,715816960.9999863,0.8809073247366529,0.001965939017748618,0.32139155083889126,7.412498036833999,715816960.9999738,0.8461028050602346
Whole\12W.png,0.0033945654439156126,0.38803574936575835,7.051116133134598,715816960.9999809,0.9730966063945615,0.0026811065464163505,0.3326215519425287,7.328272615318808,715816960.9999568,0.9426381399411745,0.00278578053493947,0.34880550422986456,7.244837018149785,715816960.9999793,0.95666476555942,0.002666714552848442,0.333421677730798,7.334677041020356,715816960.9999568,0.9389308344779127
Whole\130W.png,0.002615143963197711,0.3757508648688224,7.182250714433907,715816960.9999866,0.9484818709602197,0.0020270088900281634,0.3172346629694506,7.489681840886591,715816960.9999685,0.9011846456046202,0.002134546505420709,0.3355495471981687,7.394769383367088,715816960.9999852,0.9223809567091952,0.002059069900272136,0.31932384331705715,7.486579230511057,715816960.9999685,0.8888313647652287
Whole\131W.png,0.0029009636266338792,0.3840838978484943,7.070707263019244,715816960.9999847,0.9499339595028119,0.002292691856759066,0.3324777208187554,7.362018041256361,715816960.9999671,0.8841401238458154,0.0024260046078681324,0.3521630799365568,7.259371321893479,715816960.9999833,0.9148997731768487,0.002287996391977226,0.3342439414807818,7.3435920719953085,715816960.9999682,0.8942283100158063
Whole\132W.png,0.0028153217927526005,0.3777920348389954,7.1329578257939295,715816960.9999862,0.9524892232445362,0.002107279619110803,0.3216053366842345,7.427310882753836,715816960.9999679,0.9047920003058363,0.00220676015082459,0.3403412909186576,7.338087299157686,715816960.9999853,0.9308918314540133,0.002090823389285935,0.31950085947259116,7.4459949653763715,715816960.9999672,0.9007516933499004
Whole\133W.png,0.002952892136252645,0.38281866609877147,7.170362860651168,715816960.9999781,0.970780354999029,0.0023344628498428296,0.32986424127061875,7.4345502189219435,715816960.9999555,0.9382615506540835,0.0023810711683919226,0.34031045683356587,7.370737398036854,715816960.9999769,0.9524219884259422,0.002226561338237258,0.31726601591967085,7.498940441111387,715816960.9999516,0.9310624469198606
Whole\134W.png,0.002335337373311094,0.3782546041242774,7.167174252481417,715816960.999988,0.9384498658265776,0.0016934540658093474,0.31242363427578074,7.51456556574586,715816960.9999721,0.8714940939101715,0.0017804203699229402,0.331274275821742,7.434097493633378,715816960.999987,0.8979681076965158,0.0016685044840111234,0.3105516991046216,7.532005421997079,715816960.9999716,0.8557717356751586
Whole\135W.png,0.002596730108010623,0.36662474041089693,7.224509158732936,715816960.999985,0.9488621528008611,0.0019647531390051044,0.3090205874229441,7.533975847464502,715816960.9999686,0.8962759207788764,0.0021120911382443448,0.33251152538669604,7.416193828953384,715816960.9999846,0.9259697276097533,0.002002068918268252,0.31498819806682615,7.517654203378896,715816960.999968,0.8977135311027875
Whole\136W.png,0.0029177786627053773,0.37854435354652083,7.1732859052832145,715816960.9999782,0.9752287799199223,0.0022472940351680043,0.32179193013165863,7.489575951183521,715816960.9999523,0.9369986195571529,0.0022978436459797818,0.3356064395224532,7.426097367002334,715816960.9999768,0.950626472875924,0.0021847576710228005,0.3145835605324522,7.514688521595805,715816960.9999521,0.9369277047250921
Whole\137W.png,0.0022236622232030007,0.3743191726670467,7.260001440085018,715816960.9999847,0.9532523609346852,0.0016907863191383719,0.320272794321965,7.542228456872498,715816960.9999689,0.9200599893629874,0.0017651227929410622,0.33995432145085386,7.451341101237896,715816960.999984,0.9434473800528861,0.0016325802383142783,0.3145277562955542,7.568085336822972,715816960.99997,0.9099572982248989
Whole\138W.png,0.0025464704249717105,0.37838467842599743,7.215971541653119,715816960.9999832,0.9701363247537549,0.0019422252868932085,0.3237861558658827,7.5068984930976645,715816960.9999627,0.9356082231810348,0.002020661389955133,0.3414117584469898,7.431189115682199,715816960.9999826,0.951995151371214,0.0019103660874565456,0.3218662486258564,7.5266203489637284,715816960.9999611,0.9332500164301325
Whole\139W.png,0.002243604890041411,0.3695719806797297,7.3688653970721445,715816960.9999774,0.9644840113464288,0.0016719813959187168,0.3136749127966046,7.673995569767599,715816960.9999537,0.9277914833047022,0.0017586556169208029,0.32909896168501734,7.579044398352711,715816960.9999766,0.9495540257715255,0.0016477295029112464,0.3119798695219378,7.676443349688137,715816960.9999536,0.9296482585594735
Whole\13W.png,0.0025215666886408326,0.379431177179558,7.176288191349232,682848012.999986,0.9653407356485629,0.0018918975155823518,0.323241173439871,7.455646611906945,682848012.9999697,0.9292384083650176,0.0020047450983570665,0.34534368696761597,7.356278892028125,682848012.9999851,0.95198003943372,0.0019091379245439063,0.32406461453999613,7.46853244254949,682848012.9999702,0.9313142786371537
Whole\140W.png,0.0018264909576695845,0.3388784370915553,7.573380462555213,715816960.9999816,0.9496518757938567,0.0014024467257811278,0.29121135733750325,7.8350048344953445,715816960.999961,0.910720982919912,0.001452380529272965,0.3067293750856247,7.751208395523455,715816960.9999807,0.9335368533516244,0.001337815373255968,0.2814703962090403,7.893364325899982,715816960.9999616,0.8994855827884953
Whole\141W.png,0.0023247151596838757,0.36100920911330164,7.34622126542452,715816960.999985,0.9469849562863842,0.0018304182556655362,0.3079904525899824,7.634780078700455,715816960.9999661,0.9073878672829987,0.001921106991628219,0.3286866935585369,7.5355910511764685,715816960.9999838,0.9313897433243666,0.0017969311157171094,0.3092981975143199,7.653545388704741,715816960.9999657,0.8913846586027556
Whole\142W.png,0.0017019628155469258,0.34814714341346736,7.560856570813196,715816960.9999788,0.9464368744766222,0.0012473772235037214,0.29556874323335625,7.862193968804475,715816960.9999549,0.899962664023082,0.0013130751359161157,0.31222686257397897,7.7601492948184685,715816960.9999788,0.9246756992673122,0.0012140861283394663,0.2941428355642754,7.872162650775629,715816960.9999537,0.8865863737349762
Whole\143W.png,0.0019979846478245145,0.36127182487941917,7.361098294222426,715816960.9999846,0.9640503241698014,0.0014518327133248912,0.29758812125531525,7.6920940681913965,715816960.999969,0.9224829247225718,0.0015875119640865786,0.3219416333045376,7.562032454394598,715816960.9999834,0.9477896079077696,0.0014912972971830832,0.30438155769348985,7.655656057377268,715816960.999969,0.9258456471308079
Whole\144W.png,0.002124499488256238,0.3423150350695102,7.509842290940709,715816960.9999803,0.9182139403518894,0.0017587216028791964,0.3043614658254207,7.702846437149826,715816960.9999583,0.8725657123507381,0.0019269781581557517,0.33652766765066466,7.542045498602412,715816960.9999809,0.923212055242472,0.0017777879191443865,0.3088756832525771,7.685460494193342,715816960.999959,0.8715143535048554
Whole\145W.png,0.0024379418265668387,0.3687320360792069,7.251485591137555,715816960.9999826,0.9539335985535136,0.0018262378889440868,0.31180864986953544,7.563126835650601,715816960.9999619,0.9037912068309544,0.0019237294333965336,0.3268255640302391,7.464839037902851,715816960.9999819,0.9326513802890934,0.0018312235768868236,0.3119955263381916,7.554415489144819,715816960.999964,0.9050389223065141
Whole\146W.png,0.002232973215945958,0.37046001243555143,7.4422365848994225,715816960.9999754,0.9804351845565838,0.001741019912072473,0.3155819121559926,7.735155030779832,715816960.9999458,0.9569547662921118,0.0018172651091398393,0.331726249152014,7.668017081299614,715816960.9999744,0.9650612012425259,0.0017202526190033887,0.31366241671976797,7.758620133866421,715816960.9999452,0.950819266115846
Whole\147W.png,0.003093890953406536,0.3927773816536834,7.053001950562168,715816960.9999868,0.9612209327038014,0.002556869891470097,0.3376336048999142,7.334779752669752,715816960.9999685,0.9109413913879055,0.0026754260661837233,0.3575596360391309,7.242154472237078,715816960.9999855,0.9332252058193069,0.0025416245264887048,0.33656282572732177,7.334164191508195,715816960.9999659,0.9118294168037242
Whole\148W.png,0.0020832177894819525,0.36266617683252855,7.555925821162871,715816960.9999745,0.9863334400050011,0.0015882087688285013,0.30097404248967174,7.854027595791393,715816960.9999373,0.9669247109618708,0.0016719485343270292,0.316537116291352,7.769559396978634,715816960.9999734,0.9776984778391953,0.001581078120305931,0.30184295914413817,7.85360788529917,715816960.9999366,0.971797440462121
Whole\149W.png,0.0019861704152115836,0.34049356281376597,7.5534873598728005,715816960.9999802,0.9384909528685191,0.001610060074233667,0.2966041488933006,7.779264419771638,715816960.9999559,0.8956801094050922,0.0016896906962761324,0.31848722501444665,7.6556536363167815,715816960.9999804,0.9280148181641005,0.0015559305717158726,0.29406508329939485,7.798934683733267,715816960.9999554,0.88235248603877
Whole\14W.png,0.0018050913787376235,0.36303597804941695,7.44308706279356,715816960.9999834,0.9563278522575888,0.0013357280729067876,0.3024579528390649,7.7483464737674135,715816960.9999642,0.9017735079080007,0.001415863122253774,0.31988827694982475,7.660106326151102,715816960.9999824,0.9335604001985476,0.0012895864343404175,0.30008098504630987,7.7819582899555915,715816960.9999615,0.9104624153419425
Whole\150W.png,0.0020044764210618194,0.3598651646920383,7.554451823680388,715816960.9999728,0.9752067844980885,0.0014727710650781585,0.2988696817505575,7.866289451091935,715816960.9999404,0.948188981696774,0.0015643678748297263,0.31788002042319397,7.766552775323283,715816960.9999726,0.9639392314641833,0.0015012936591684257,0.3028670340890425,7.842206447631763,715816960.9999406,0.9491761126668058
Whole\151W.png,0.0025621653416153544,0.3743034106122171,7.377869918750772,715816960.9999745,0.9757376462378561,0.0019268473033813127,0.31262235057534543,7.695402607913529,715816960.9999491,0.9461373792670357,0.0019981719650935276,0.32604302763971693,7.6028534389674185,715816960.9999733,0.9622201565614895,0.0019173179892640949,0.312557869452148,7.679414514918289,715816960.9999496,0.9498958879560666
Whole\152W.png,0.002955987601427902,0.38246716910843626,7.23682353323099,715816960.999979,0.9766132047268541,0.0024350184480649486,0.3293002798499258,7.504831920037988,715816960.9999577,0.9506431461418399,0.00252199051761336,0.3456703259441778,7.417736826583645,715816960.9999777,0.9607516142267337,0.0023831492265882904,0.3232416819860583,7.5431071915564365,715816960.9999545,0.9441384107064995
Whole\153W.png,0.0028139348881234157,0.4055206899515076,6.895973802439054,715816960.9999913,0.9535335703618323,0.002174628690506631,0.34996573862710495,7.195955283296118,715816960.9999783,0.9031177235055958,0.002294388683015335,0.3674173824315714,7.1171540777122715,715816960.9999899,0.9224636806349888,0.002121736960939916,0.3452531158520044,7.21845585934187,715816960.9999776,0.896675665776775
Whole\154W.png,0.002261566534851369,0.3618644623979415,7.482486268463919,715816960.999974,0.9753351379848475,0.0017597421889615243,0.3060406806905592,7.748894091280494,715816960.9999461,0.951211511505238,0.001843894434859395,0.3199406172234578,7.680394317691029,715816960.9999726,0.9633136259025441,0.001735872775483954,0.30321178965940204,7.779909653332231,715816960.9999461,0.9456338595135994
Whole\155W.png,0.0023624775643102144,0.3656739657456984,7.390093798601964,715816960.9999787,0.959453901696392,0.0018093415193586573,0.30833076769270057,7.700451248885907,715816960.999958,0.9154149133767534,0.00193182002574961,0.33127796799685055,7.593462749503646,715816960.9999783,0.9392291156605587,0.0018428863195377198,0.31461080293998334,7.684015379746792,715816960.9999585,0.9213428226366069
Whole\156W.png,0.0020343260901360695,0.3637960631207522,7.391222143264492,715816960.9999838,0.9555466670681743,0.0015023411533584277,0.30359824109322553,7.714277493145877,715816960.9999609,0.9111209317539987,0.0015574995749603104,0.3171895131334226,7.658368151332988,715816960.9999821,0.9295201895562731,0.001462644006569997,0.2967946976571198,7.7585531904556895,715816960.9999601,0.8964308187191071
Whole\157W.png,0.0020967670719517803,0.37782678513997736,7.247549277414729,715816960.9999865,0.9498249201168922,0.0015624250356937447,0.31235513439579227,7.566629576675711,715816960.9999695,0.895736796609376,0.0016508630429371864,0.3316275946545072,7.472075893905281,715816960.999985,0.9265620594394784,0.001538793951169504,0.3113474721472886,7.579428593572234,715816960.99997,0.8998129412321724
Whole\158W.png,0.0017451895865707343,0.3552361423185021,7.500490680899386,715816960.9999778,0.9726053924931974,0.0011873798315143967,0.2843376472928782,7.8686293689615345,715816960.9999545,0.9359057878756724,0.0013002997197402442,0.3106810926580589,7.742271798829333,715816960.9999772,0.9561774353383466,0.0012039898219543032,0.28706055524957835,7.855028319881064,715816960.9999557,0.9375477768637358
Whole\159W.png,0.002443896245213958,0.38206998310082385,7.256239770035527,715816960.9999796,0.9711493621476235,0.0018065238560880275,0.3171601977244275,7.583391923767284,715816960.9999615,0.9341134425806155,0.001901283526688335,0.3376824398044572,7.492341111883121,715816960.9999777,0.9538893550859154,0.001790920997676653,0.3160670314010807,7.576567620589115,715816960.999961,0.9395859761669828
Whole\15W.png,0.00245874539600598,0.3749692872468276,7.294847059112754,715816960.9999759,0.9796354479236552,0.0019088957515751826,0.32112181103403414,7.580855718827058,715816960.9999502,0.9529031881380194,0.0019805830627284155,0.33109590537999095,7.515334242189326,715816960.9999757,0.9625386811917654,0.0018712820611205708,0.31686567679362826,7.609182580541049,715816960.9999484,0.9483439950948697
Whole\160W.png,0.0025872828845262988,0.36849257082095255,7.278335943680874,715816960.9999807,0.96059736566164,0.0020387946411712416,0.31541774605292855,7.537859949420974,715816960.9999609,0.9196279325392426,0.002135660948567534,0.33146910221590603,7.44486647744509,715816960.999979,0.9419241920711292,0.001985039930152272,0.31128167419367686,7.55447727958416,715816960.9999602,0.9169565815000075
Whole\161W.png,0.0018150513595951293,0.35919218405181974,7.620517051466539,715816960.9999725,0.9793060890443792,0.0013145494701924038,0.29545593636030093,7.945680934231492,715816960.9999365,0.9533746472425173,0.001418981292552687,0.31678909366781616,7.839847171796943,715816960.9999719,0.9699074308404383,0.0013186298925140887,0.29813282101678923,7.916566664172182,715816960.9999403,0.9597353875856871
Whole\162W.png,0.002509169691190377,0.3644120361834957,7.435524542451476,715816960.999975,0.975688298812386,0.0019178753714935983,0.30995053853326926,7.72556442478347,715816960.9999416,0.9457004445500915,0.002003988260905649,0.3289240323160035,7.622830737641978,715816960.999975,0.9647432249601331,0.0019351849727319275,0.3146181534859822,7.703209358446284,715816960.9999421,0.9537541752663222
Whole\163W.png,0.0024874314274991485,0.36206859882441184,7.398384939754122,715816960.9999795,0.9558821014787022,0.0018874192376692244,0.30065654938854114,7.709582538579609,715816960.9999582,0.9100946358162819,0.001960335768815868,0.3243497782168595,7.607716337615196,715816960.9999784,0.9391082690918882,0.0019127743630896234,0.3088046348079109,7.6963880782581064,715816960.9999582,0.9150427187202634
Whole\164W.png,0.003257031050194518,0.3865287239256398,7.057600561972139,715816960.9999858,0.9516930278044734,0.0026794709178737572,0.33497801925273296,7.317264136958502,715816960.9999679,0.9041025309709998,0.002752511852679474,0.3508372852603873,7.245388238584363,715816960.9999835,0.9297464070919494,0.0026301714206759742,0.3328202082210415,7.352480270335357,715816960.999967,0.9003153833973688
Whole\165W.png,0.0025839017132131847,0.37717310385944824,7.199795431152347,715816960.9999864,0.9656429178953307,0.0021018480253844254,0.3234316288206519,7.487216864264003,715816960.9999683,0.9256812243686001,0.002207032612306992,0.3423117915773129,7.398803982428442,715816960.9999858,0.9473915605211801,0.00207171286684392,0.32189509448936954,7.503371825331071,715816960.9999679,0.9255395660823981
Whole\166W.png,0.0029411252059805236,0.3928173672238987,6.930876544152974,715816960.9999888,0.9494730135427507,0.0022468731154841343,0.33247066041030693,7.2536798985208115,715816960.9999777,0.8834228738514724,0.0023518269692785736,0.3463830782497459,7.165094100045292,715816960.999988,0.9142020388337646,0.002241829767310784,0.32897034667152397,7.254668263057444,715816960.9999775,0.8819385281093167
Whole\167W.png,0.0025218826682766415,0.37360594494436944,7.387434419762088,715816960.9999757,0.9716844896968759,0.0019062818211194685,0.3136473296401393,7.698950242117293,715816960.9999497,0.9377557453013403,0.0019700157198164116,0.3297451370339572,7.623693403828979,715816960.999974,0.9510318834124497,0.0018541646606510351,0.31046660866059034,7.72114821194983,715816960.9999492,0.9331308773403245
